VDH_Code,Indicator,Timeframe,Geography_Type,Geography_Name,Demographic_Type,Demographic_Name,Value,State_Comparison,Notes,MostRec_DisagTimeframe,MostRec_DisagTimeframeValue,MostRec_VTValuePerGeogType,Stat_Comment,DemographicNameCleaned,_timestamp
OA-IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 adults age 65 and older",2021,State,Vermont,Race and Ethnicity,"White, non-Hispanic",9,Same,,2023,17,17,,"White, non-Hispanic",2025-09-08
OA-IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 adults age 65 and older",2021,State,Vermont,Sex,Overall,9,N/a,,2023,17,17,,Overall,2025-09-08
OA-IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 adults age 65 and older",2021,State,Vermont,Sex,Male,18,Same,,2023,28,17,,Male,2025-09-08
OA-IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 adults age 65 and older",2021,State,Vermont,Sex,Female,1,Same,,2023,8,17,Yes,Female,2025-09-08
OA-IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 adults age 65 and older",2022,State,Vermont,Race and Ethnicity,Overall,17,N/a,,2023,17,17,,Overall,2025-09-08
OA-IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 adults age 65 and older",2022,State,Vermont,Race and Ethnicity,BIPOC,20,Same,,2023,19,17,Yes,BIPOC,2025-09-08
OA-IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 adults age 65 and older",2022,State,Vermont,Race and Ethnicity,"White, non-Hispanic",17,Same,,2023,17,17,,"White, non-Hispanic",2025-09-08
OA-IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 adults age 65 and older",2022,State,Vermont,Sex,Overall,17,N/a,,2023,17,17,,Overall,2025-09-08
OA-IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 adults age 65 and older",2022,State,Vermont,Sex,Male,20,Same,,2023,28,17,,Male,2025-09-08
OA-IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 adults age 65 and older",2022,State,Vermont,Sex,Female,15,Same,,2023,8,17,,Female,2025-09-08
IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 people",2020,State,Vermont,NA,NA,9,N/a,,2023,11,11,,Overall,2025-09-08
IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 people",2021,State,Vermont,NA,NA,11,N/a,,2023,11,11,,Overall,2025-09-08
IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 people",2022,State,Vermont,NA,NA,12,N/a,,2023,11,11,,Overall,2025-09-08
IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 people",2022,County,Vermont,NA,NA,12,N/a,,2023,11,11,,Overall,2025-09-08
IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 people",2022,County,Addison,NA,NA,5,Same,,2023,13,11,Yes,Overall,2025-09-08
IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 people",2022,County,Bennington,NA,NA,11,Same,,2023,8,11,Yes,Overall,2025-09-08
IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 people",2022,County,Caledonia,NA,NA,23,Same,,2023,10,11,Yes,Overall,2025-09-08
IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 people",2022,County,Chittenden,NA,NA,7,Same,,2023,6,11,,Overall,2025-09-08
IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 people",2022,County,Essex,NA,NA,33,Same,,2023,17,11,Yes,Overall,2025-09-08
IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 people",2022,County,Franklin,NA,NA,20,Same,,2023,22,11,,Overall,2025-09-08
IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 people",2022,County,Grand Isle,NA,NA,13,Same,,2023,0,11,Yes,Overall,2025-09-08
IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 people",2022,County,Lamoille,NA,NA,23,Same,,2023,8,11,Yes,Overall,2025-09-08
IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 people",2022,County,Orange,NA,NA,17,Same,,2023,10,11,Yes,Overall,2025-09-08
IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 people",2022,County,Orleans,NA,NA,29,Same,,2023,29,11,Yes,Overall,2025-09-08
IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 people",2022,County,Rutland,NA,NA,8,Same,,2023,15,11,Yes,Overall,2025-09-08
IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 people",2022,County,Washington,NA,NA,7,Same,,2023,2,11,Yes,Overall,2025-09-08
IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 people",2022,County,Windham,NA,NA,11,Same,,2023,17,11,Yes,Overall,2025-09-08
IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 people",2022,County,Windsor,NA,NA,10,Same,,2023,10,11,Yes,Overall,2025-09-08
IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 people",2022,District Office,Vermont,NA,NA,12,N/a,,2023,11,11,,Overall,2025-09-08
IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 people",2022,District Office,Burlington,NA,NA,7,Same,,2023,6,11,,Overall,2025-09-08
IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 people",2022,District Office,Bennington,NA,NA,11,Same,,2023,8,11,Yes,Overall,2025-09-08
IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 people",2022,District Office,White River Junction,NA,NA,12,Same,,2023,14,11,Yes,Overall,2025-09-08
IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 people",2022,District Office,Rutland,NA,NA,8,Same,,2023,15,11,Yes,Overall,2025-09-08
IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 people",2022,District Office,Springfield,NA,NA,18,Same,,2023,9,11,Yes,Overall,2025-09-08
IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 people",2022,District Office,Newport,NA,NA,25,Same,,2023,32,11,Yes,Overall,2025-09-08
IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 people",2022,District Office,St. Johnsbury,NA,NA,26,Same,,2023,6,11,Yes,Overall,2025-09-08
IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 people",2022,District Office,Barre,NA,NA,6,Same,,2023,3,11,Yes,Overall,2025-09-08
IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 people",2022,District Office,Brattleboro,NA,NA,11,Same,,2023,16,11,Yes,Overall,2025-09-08
IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 people",2022,District Office,St. Albans,NA,NA,19,Same,,2023,19,11,,Overall,2025-09-08
IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 people",2022,District Office,Middlebury,NA,NA,5,Same,,2023,13,11,Yes,Overall,2025-09-08
IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 people",2022,District Office,Morrisville,NA,NA,22,Same,,2023,9,11,Yes,Overall,2025-09-08
IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 people",2021,County,Vermont,NA,NA,11,N/a,,2023,11,11,,Overall,2025-09-08
IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 people",2021,County,Addison,NA,NA,11,Same,,2023,13,11,Yes,Overall,2025-09-08
IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 people",2021,County,Bennington,NA,NA,5,Same,,2023,8,11,Yes,Overall,2025-09-08
IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 people",2021,County,Caledonia,NA,NA,3,Same,,2023,10,11,Yes,Overall,2025-09-08
IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 people",2021,County,Chittenden,NA,NA,7,Same,,2023,6,11,,Overall,2025-09-08
IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 people",2021,County,Essex,NA,NA,0,Lower,,2023,17,11,Yes,Overall,2025-09-08
IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 people",2021,County,Franklin,NA,NA,26,Same,,2023,22,11,,Overall,2025-09-08
IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 people",2021,County,Grand Isle,NA,NA,0,Lower,,2023,0,11,Yes,Overall,2025-09-08
IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 people",2021,County,Lamoille,NA,NA,11,Same,,2023,8,11,Yes,Overall,2025-09-08
IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 people",2021,County,Orange,NA,NA,17,Same,,2023,10,11,Yes,Overall,2025-09-08
IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 people",2021,County,Orleans,NA,NA,25,Same,,2023,29,11,Yes,Overall,2025-09-08
IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 people",2021,County,Rutland,NA,NA,12,Same,,2023,15,11,Yes,Overall,2025-09-08
IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 people",2021,County,Washington,NA,NA,10,Same,,2023,2,11,Yes,Overall,2025-09-08
IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 people",2021,County,Windham,NA,NA,15,Same,,2023,17,11,Yes,Overall,2025-09-08
IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 people",2021,County,Windsor,NA,NA,3,Same,,2023,10,11,Yes,Overall,2025-09-08
IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 people",2021,District Office,Vermont,NA,NA,11,N/a,,2023,11,11,,Overall,2025-09-08
IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 people",2021,District Office,Burlington,NA,NA,7,Same,,2023,6,11,,Overall,2025-09-08
IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 people",2021,District Office,Bennington,NA,NA,5,Same,,2023,8,11,Yes,Overall,2025-09-08
IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 people",2021,District Office,White River Junction,NA,NA,4,Same,,2023,14,11,Yes,Overall,2025-09-08
IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 people",2021,District Office,Rutland,NA,NA,12,Same,,2023,15,11,Yes,Overall,2025-09-08
IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 people",2021,District Office,Springfield,NA,NA,18,Same,,2023,9,11,Yes,Overall,2025-09-08
IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 people",2021,District Office,Newport,NA,NA,25,Same,,2023,32,11,Yes,Overall,2025-09-08
IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 people",2021,District Office,St. Johnsbury,NA,NA,6,Same,,2023,6,11,Yes,Overall,2025-09-08
IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 people",2021,District Office,Barre,NA,NA,12,Same,,2023,3,11,Yes,Overall,2025-09-08
IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 people",2021,District Office,Brattleboro,NA,NA,8,Same,,2023,16,11,Yes,Overall,2025-09-08
IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 people",2021,District Office,St. Albans,NA,NA,23,Same,,2023,19,11,,Overall,2025-09-08
IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 people",2021,District Office,Middlebury,NA,NA,11,Same,,2023,13,11,Yes,Overall,2025-09-08
IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 people",2021,District Office,Morrisville,NA,NA,9,Same,,2023,9,11,Yes,Overall,2025-09-08
IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 people",2020,County,Vermont,NA,NA,9,N/a,,2023,11,11,,Overall,2025-09-08
IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 people",2020,County,Addison,NA,NA,16,Same,,2023,13,11,Yes,Overall,2025-09-08
IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 people",2020,County,Bennington,NA,NA,11,Same,,2023,8,11,Yes,Overall,2025-09-08
IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 people",2020,County,Caledonia,NA,NA,7,Same,,2023,10,11,Yes,Overall,2025-09-08
IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 people",2020,County,Chittenden,NA,NA,6,Same,,2023,6,11,,Overall,2025-09-08
IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 people",2020,County,Essex,NA,NA,34,Same,,2023,17,11,Yes,Overall,2025-09-08
IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 people",2020,County,Franklin,NA,NA,8,Same,,2023,22,11,Yes,Overall,2025-09-08
IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 people",2020,County,Grand Isle,NA,NA,0,Lower,,2023,0,11,Yes,Overall,2025-09-08
IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 people",2020,County,Lamoille,NA,NA,12,Same,,2023,8,11,Yes,Overall,2025-09-08
IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 people",2020,County,Orange,NA,NA,7,Same,,2023,10,11,Yes,Overall,2025-09-08
IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 people",2020,County,Orleans,NA,NA,18,Same,,2023,29,11,Yes,Overall,2025-09-08
IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 people",2020,County,Rutland,NA,NA,7,Same,,2023,15,11,Yes,Overall,2025-09-08
IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 people",2020,County,Washington,NA,NA,10,Same,,2023,2,11,Yes,Overall,2025-09-08
IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 people",2020,County,Windham,NA,NA,4,Same,,2023,17,11,Yes,Overall,2025-09-08
IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 people",2020,County,Windsor,NA,NA,12,Same,,2023,10,11,Yes,Overall,2025-09-08
IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 people",2020,District Office,Vermont,NA,NA,9,N/a,,2023,11,11,,Overall,2025-09-08
IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 people",2020,District Office,Burlington,NA,NA,6,Same,,2023,6,11,,Overall,2025-09-08
IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 people",2020,District Office,Bennington,NA,NA,11,Same,,2023,8,11,Yes,Overall,2025-09-08
IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 people",2020,District Office,White River Junction,NA,NA,8,Same,,2023,14,11,Yes,Overall,2025-09-08
IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 people",2020,District Office,Rutland,NA,NA,7,Same,,2023,15,11,Yes,Overall,2025-09-08
IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 people",2020,District Office,Springfield,NA,NA,12,Same,,2023,9,11,Yes,Overall,2025-09-08
IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 people",2020,District Office,Newport,NA,NA,22,Same,,2023,32,11,Yes,Overall,2025-09-08
IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 people",2020,District Office,St. Johnsbury,NA,NA,9,Same,,2023,6,11,Yes,Overall,2025-09-08
IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 people",2020,District Office,Barre,NA,NA,12,Same,,2023,3,11,Yes,Overall,2025-09-08
IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 people",2020,District Office,Brattleboro,NA,NA,3,Same,,2023,16,11,Yes,Overall,2025-09-08
IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 people",2020,District Office,St. Albans,NA,NA,7,Same,,2023,19,11,Yes,Overall,2025-09-08
IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 people",2020,District Office,Middlebury,NA,NA,16,Same,,2023,13,11,Yes,Overall,2025-09-08
IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 people",2020,District Office,Morrisville,NA,NA,9,Same,,2023,9,11,Yes,Overall,2025-09-08
OA-IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 adults age 65 and older",2022,State,Vermont,NA,NA,17,N/a,,2023,17,17,,Overall,2025-09-08
OA-IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 adults age 65 and older",2021-2022,County,Vermont,NA,NA,13,N/a,,2022-2023,17,17,,Overall,2025-09-08
OA-IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 adults age 65 and older",2021-2022,County,Addison,NA,NA,12,Same,,2022-2023,11,17,Yes,Overall,2025-09-08
OA-IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 adults age 65 and older",2021-2022,County,Bennington,NA,NA,17,Same,,2022-2023,27,17,Yes,Overall,2025-09-08
OA-IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 adults age 65 and older",2021-2022,County,Caledonia,NA,NA,15,Same,,2022-2023,21,17,Yes,Overall,2025-09-08
OA-IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 adults age 65 and older",2021-2022,County,Chittenden,NA,NA,7,Same,,2022-2023,10,17,Yes,Overall,2025-09-08
OA-IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 adults age 65 and older",2021-2022,County,Essex,NA,NA,0,Lower,,2022-2023,0,17,Yes,Overall,2025-09-08
OA-IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 adults age 65 and older",2021-2022,County,Franklin,NA,NA,28,Same,,2022-2023,21,17,Yes,Overall,2025-09-08
OA-IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 adults age 65 and older",2021-2022,County,Grand Isle,NA,NA,0,Lower,,2022-2023,0,17,Yes,Overall,2025-09-08
OA-IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 adults age 65 and older",2021-2022,County,Lamoille,NA,NA,41,Same,,2022-2023,40,17,Yes,Overall,2025-09-08
OA-IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 adults age 65 and older",2021-2022,County,Orange,NA,NA,7,Same,,2022-2023,14,17,Yes,Overall,2025-09-08
OA-IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 adults age 65 and older",2021-2022,County,Orleans,NA,NA,30,Same,,2022-2023,23,17,Yes,Overall,2025-09-08
OA-IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 adults age 65 and older",2021-2022,County,Rutland,NA,NA,10,Same,,2022-2023,20,17,Yes,Overall,2025-09-08
OA-IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 adults age 65 and older",2021-2022,County,Washington,NA,NA,8,Same,,2022-2023,4,17,Yes,Overall,2025-09-08
OA-IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 adults age 65 and older",2021-2022,County,Windham,NA,NA,4,Same,,2022-2023,17,17,Yes,Overall,2025-09-08
OA-IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 adults age 65 and older",2021-2022,County,Windsor,NA,NA,17,Same,,2022-2023,26,17,Yes,Overall,2025-09-08
OA-IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 adults age 65 and older",2021-2022,District Office,Vermont,NA,NA,13,N/a,,2022-2023,17,17,,Overall,2025-09-08
OA-IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 adults age 65 and older",2021-2022,District Office,Burlington,NA,NA,7,Same,,2022-2023,10,17,Yes,Overall,2025-09-08
OA-IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 adults age 65 and older",2021-2022,District Office,Bennington,NA,NA,17,Same,,2022-2023,27,17,Yes,Overall,2025-09-08
OA-IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 adults age 65 and older",2021-2022,District Office,White River Junction,NA,NA,9,Same,,2022-2023,25,17,Yes,Overall,2025-09-08
OA-IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 adults age 65 and older",2021-2022,District Office,Rutland,NA,NA,10,Same,,2022-2023,20,17,Yes,Overall,2025-09-08
OA-IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 adults age 65 and older",2021-2022,District Office,Springfield,NA,NA,22,Same,,2022-2023,27,17,Yes,Overall,2025-09-08
OA-IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 adults age 65 and older",2021-2022,District Office,Newport,NA,NA,29,Same,,2022-2023,22,17,Yes,Overall,2025-09-08
OA-IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 adults age 65 and older",2021-2022,District Office,St. Johnsbury,NA,NA,13,Same,,2022-2023,12,17,Yes,Overall,2025-09-08
OA-IVP06,"Rate of deaths related to motor vehicle traffic per 100,000 adults age 65 and older",2021-2022,District Office,Barre,NA,NA,7,Same,,2022-2023,7,17,Yes,Overall,2025-09-08
